Par,9274,290432,1084062,45449,148884,233792,17516,1213359,152720,21320,15601,70569,4610,96067,161718,127,2802,12167,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Conceição do Araguaia,500,13500,40163,70,84,140,-,-,-,60,24,79,25,533,1066,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,10853.0
Cumaru do Norte,-,-,-,700,1362,1771,-,-,-,20,18,154,100,2200,3850,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,6000.0
Floresta do Araguaia,6000,210000,855624,40,74,148,-,-,-,-,-,-,750,16150,9559,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,11199.0
Ourilândia do Norte,30,770,2270,-,-,-,-,-,-,10,5,25,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,4160.0
Pau D'Arco,-,-,-,-,-,-,-,-,-,-,-,-,35,746,1865,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,3429.0
Redenção,20,483,966,55,139,232,-,-,-,110,44,176,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,176926.0
Rio Maria,300,8190,24570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,678.0
Santa Maria das Barreiras,40,966,2898,650,1625,3543,15,900,270,65,26,124,30,540,1350,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,19967.0
Santana do Araguaia,-,-,-,700,1680,2789,-,-,-,-,-,-,15,405,608,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,339.0
São Félix do Xingu,44,1250,3750,120,160,400,-,-,-,104,74,296,125,3600,7200,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,69602.0
Sapucaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,180.0
Tucumã,10,300,900,40,61,153,-,-,-,18,9,53,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,3240.0
Xinguara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,2340.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,4640906,
RI Araguaia,6944,235459,931141,2375,5185,9176,15,900,270,387,200,907,1102,24620,26599,0,0,0,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,175534.0
Água Azul do Norte,-,-,-,-,-,-,-,-,-,-,-,-,18,360,900,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,5410.0
Bannach,-,-,-,-,-,-,-,-,-,-,-,-,4,86,201,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,
Conceição do Araguaia,500,13500,40163,70,84,140,-,-,-,60,24,79,25,533,1066,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,10000.0
Cumaru do Norte,-,-,-,700,1362,1771,-,-,-,20,18,154,100,2200,3850,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,30500.0
Floresta do Araguaia,6000,210000,855624,40,74,148,-,-,-,-,-,-,750,16150,9559,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,
Ourilândia do Norte,30,770,2270,-,-,-,-,-,-,10,5,25,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,170.0
Pau D'Arco,-,-,-,-,-,-,-,-,-,-,-,-,35,746,1865,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,3000.0
Redenção,20,483,966,55,139,232,-,-,-,110,44,176,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,9000.0
Rio Maria,300,8190,24570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,1983.0
Santa Maria das Barreiras,40,966,2898,650,1625,3543,15,900,270,65,26,124,30,540,1350,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,30000.0
Santana do Araguaia,-,-,-,700,1680,2789,-,-,-,-,-,-,15,405,608,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,60000.0
São Félix do Xingu,44,1250,3750,120,160,400,-,-,-,104,74,296,125,3600,7200,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,10000.0
Sapucaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,1641.0
Tucumã,10,300,900,40,61,153,-,-,-,18,9,53,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,4000.0
Xinguara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,9830.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,477562,
RI Araguaia,6944,235459,931141,2375,5185,9176,15,900,270,387,200,907,1102,24620,26599,0,0,0,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,781958.0
Água Azul do Norte,-,-,-,-,-,-,-,-,-,-,-,-,18,360,900,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,28000.0
Bannach,-,-,-,-,-,-,-,-,-,-,-,-,4,86,201,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,
Conceição do Araguaia,500,13500,40163,70,84,140,-,-,-,60,24,79,25,533,1066,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,42000.0
Cumaru do Norte,-,-,-,700,1362,1771,-,-,-,20,18,154,100,2200,3850,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,118800.0
Floresta do Araguaia,6000,210000,855624,40,74,148,-,-,-,-,-,-,750,16150,9559,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,
